OFFENSE_CODE,DISTRICT,SHOOTING,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,DAY,LATITUDE,LONGITUDE,REPORTING_AREA_STR
1402,D4,,2018,8,Friday,0,Part Two,COLUMBUS AVE,31,42.336868,-71.086888,285.0
3006,D14,,2018,8,Friday,4,Part Three,FIDELIS WAY,31,42.34531664,-71.14298078,938.0
3006,B2,,2018,8,Friday,3,Part Three,DIMOCK ST,31,42.31909398,-71.09556647,304.0
3501,C11,,2018,8,Friday,2,Part Three,HOUGHTON ST,31,42.29548607,-71.05227549,369.0
613,D4,,2018,8,Friday,2,Part One,BOYLSTON ST,31,42.3503787,-71.07626098,134.0
1402,C11,,2018,8,Friday,1,Part Two,CLAYTON ST,31,42.30181052,-71.05622804,351.0
3410,C11,,2018,8,Friday,1,Part Three,CLAYTON ST,31,42.30181052,-71.05622804,351.0
3006,E5,,2018,8,Friday,2,Part Three,MESHAKA ST,31,42.25764997,-71.1602938,821.0
802,C6,,2018,8,Friday,2,Part Two,DR. MICHAEL GAVIN WAY,31,42.32614559,-71.05349144,914.0
1402,C6,,2018,8,Friday,2,Part Two,DR. MICHAEL GAVIN WAY,31,42.32614559,-71.05349144,914.0
301,A1,,2018,8,Friday,2,Part One,WEST ST,31,42.35459106,-71.0621901,111.0
413,A1,,2018,8,Friday,2,Part One,WEST ST,31,42.35459106,-71.0621901,111.0
3115,E13,,2018,8,Friday,1,Part Three,ARCADIA ST,31,42.31617241,-71.1004835,577.0
3410,A1,,2018,8,Friday,2,Part Three,BOYLSTON ST,31,42.35241815,-71.06525499,118.0
2906,A1,,2018,8,Friday,2,Part Two,BOYLSTON ST,31,42.35241815,-71.06525499,118.0
3831,A1,,2018,8,Friday,2,Part Three,BLACKSTONE ST,31,42.36165196,-71.05630529,93.0
3111,,,2018,8,Friday,1,Part Three,STOUGHTON,31,-1.0,-1.0,nan
1402,E13,,2018,8,Friday,0,Part Two,LAMARTINE ST,31,42.31348241,-71.10726366,640.0
3115,C11,,2018,8,Friday,0,Part Three,BAKERSFIELD ST,31,42.31674327,-71.06104741,242.0
3301,B2,,2018,8,Friday,0,Part Three,WARREN ST,31,42.32692266,-71.08313475,281.0
3114,B2,,2018,8,Thursday,23,Part Three,SAINT ALPHONSUS ST,30,42.33364098,-71.1008891,601.0
423,E13,,2018,8,Friday,0,Part One,WASHINGTON ST,31,42.31190641,-71.10213227,571.0
3115,D14,,2018,8,Friday,0,Part Three,WAVERLY ST,31,42.36071669,-71.14290976,806.0
614,A1,,2018,8,Thursday,19,Part One,CHESTNUT ST,30,42.35633009,-71.07291995,69.0
522,D4,,2018,8,Thursday,17,Part One,SYMPHONY RD,30,42.34295335,-71.08833139,619.0
3111,C6,,2018,8,Friday,0,Part Three,SUMMER ST,31,42.3505326,-71.05109553,205.0
3006,C11,,2018,8,Thursday,23,Part Three,ADAMS ST,30,42.29108353,-71.05692998,366.0
3114,B2,,2018,8,Friday,0,Part Three,WASHINGTON ST,31,42.32866284,-71.08563401,282.0
2007,C11,,2018,8,Thursday,23,Part Two,WASHINGTON ST,30,42.28277895,-71.07135525,402.0
413,A1,,2018,8,Thursday,22,Part One,TREMONT ST,30,42.35637531,-71.06213513,102.0
2900,B3,,2018,8,Thursday,22,Part Two,COURTLAND RD,30,42.28630083,-71.09447003,466.0
3502,B2,,2018,8,Thursday,23,Part Three,GREENVILLE ST,30,42.32696802,-71.08051941,281.0
614,D4,,2018,8,Thursday,20,Part One,COMMONWEALTH AVE,30,42.34883961,-71.09089641,621.0
2647,A1,,2018,8,Thursday,22,Part Two,ATLANTIC AVE,30,42.35083019,-71.05641803,115.0
3111,A1,,2018,8,Thursday,23,Part Three,HANOVER ST,30,42.36416781,-71.05407041,84.0
802,C11,,2018,8,Thursday,21,Part Two,CORONA ST,30,42.30146198,-71.0689596,344.0
3111,A1,,2018,8,Thursday,22,Part Three,HANOVER ST,30,42.364924,-71.05331772,88.0
3115,D4,,2018,8,Thursday,19,Part Three,NEWBURY ST,30,42.35059717,-71.07881031,137.0
311,C11,,2018,8,Thursday,21,Part One,COLUMBIA RD,30,42.31069804,-71.07119068,333.0
614,A1,,2018,8,Thursday,21,Part One,JOY ST,30,42.35933482,-71.06503816,67.0
3831,D14,,2018,8,Monday,8,Part Three,FALKLAND ST,20,42.35442573,-71.15822281,766.0
3207,B2,,2018,8,Thursday,22,Part Three,WASHINGTON ST,30,42.32866284,-71.08563401,282.0
3301,C11,,2018,8,Thursday,20,Part Three,SAVIN HILL AVE,30,42.31248165,-71.04829028,250.0
3006,C11,,2018,8,Thursday,21,Part Three,AUCKLAND ST,30,42.31350738,-71.05582963,248.0
3006,B3,,2018,8,Thursday,20,Part Three,MESSINGER ST,30,42.27258654,-71.09805087,472.0
3301,B2,,2018,8,Thursday,21,Part Three,ANITA TER,30,42.32978344,-71.09480008,291.0
3018,C6,,2018,8,Thursday,18,Part Three,TERMINAL ST,30,42.34386088,-71.03623771,207.0
614,D14,,2018,8,Thursday,19,Part One,PARK VALE AVE,30,42.35182446,-71.13313369,794.0
613,A1,,2018,8,Thursday,20,Part One,WINTER ST,30,42.35602373,-71.06177615,102.0
706,B3,,2018,8,Sunday,4,Part One,MCLELLAN ST,26,42.30084929,-71.08522128,457.0
311,E18,,2018,8,Thursday,20,Part One,NEPONSET VALLEY PKWY,30,42.23603929,-71.12718154,525.0
1402,C11,,2018,8,Thursday,0,Part Two,BROOKVALE ST,30,42.27914992,-71.06473356,388.0
3115,E18,,2018,8,Thursday,20,Part Three,THATCHER ST,30,42.26628086,-71.1195116,496.0
616,A1,,2018,8,Thursday,18,Part One,SCHOOL ST,30,42.3575462,-71.05881953,97.0
3410,A1,,2018,8,Thursday,19,Part Three,ARCH ST,30,42.35487365,-71.05861218,105.0
3114,E13,,2018,8,Thursday,20,Part Three,HYDE PARK AVE,30,42.29546039,-71.11649504,508.0
2647,C6,,2018,8,Thursday,20,Part Two,BELLFLOWER ST,30,42.32445145,-71.0581068,958.0
724,C11,,2018,8,Friday,16,Part One,ALLSTON ST,10,42.29325616,-71.06724012,362.0
1501,D4,,2018,8,Thursday,20,Part Two,BERKELEY ST,30,42.35125126,-71.07305182,129.0
2647,C11,,2018,8,Thursday,20,Part Two,SPEEDWELL ST,30,42.30406722,-71.06760042,341.0
3802,D14,,2018,8,Thursday,19,Part Three,PORTSMOUTH ST,30,42.35882783,-71.14441755,805.0
1102,C6,,2018,8,Wednesday,21,Part Two,CONGRESS ST,29,42.34825318,-71.04100643,207.0
3114,C11,,2018,8,Thursday,19,Part Three,STOUGHTON ST,30,42.31551723,-71.06171688,823.0
1402,B2,,2018,8,Thursday,20,Part Two,MCGREEVEY WAY,30,42.33431859,-71.0962111,901.0
3006,C11,,2018,8,Thursday,20,Part Three,MINOT ST,30,42.28426345,-71.05253556,379.0
3301,B3,,2018,8,Thursday,19,Part Three,NELSON ST,30,42.28267661,-71.08283064,433.0
2647,B3,,2018,8,Thursday,18,Part Two,MORA ST,30,42.28208198,-71.07364875,417.0
802,B3,,2018,8,Thursday,18,Part Two,MORA ST,30,42.28208198,-71.07364875,417.0
1402,B3,,2018,8,Thursday,18,Part Two,MORA ST,30,42.28208198,-71.07364875,417.0
3301,B2,,2018,8,Thursday,19,Part Three,MONTROSE ST,30,42.32353791,-71.08134501,296.0
3115,B3,,2018,8,Thursday,20,Part Three,BLUE HILL AVE,30,42.28482577,-71.09137369,465.0
1842,E13,,2018,8,Thursday,20,Part Two,ELDRIDGE RD,30,42.29233925,-71.11680936,506.0
1849,E13,,2018,8,Thursday,20,Part Two,ELDRIDGE RD,30,42.29233925,-71.11680936,506.0
3125,E13,,2018,8,Thursday,19,Part Three,ATHERTON ST,30,42.31875855,-71.10212209,303.0
3006,B3,,2018,8,Thursday,19,Part Three,WILDWOOD ST,30,42.28329468,-71.08824065,429.0
3201,A1,,2018,8,Thursday,19,Part Three,CHARLES ST,30,42.35427162,-71.06838613,120.0
802,E13,,2018,8,Thursday,18,Part Two,WASHINGTON ST,30,42.31667114,-71.09743705,304.0
2647,D14,,2018,8,Thursday,18,Part Two,ARLINGTON ST,30,42.35264487,-71.15907019,761.0
3125,B2,,2018,8,Thursday,19,Part Three,MARVIN ST,30,42.32988771,-71.08445915,265.0
614,C6,,2018,8,Thursday,19,Part One,ALLSTATE RD,30,42.32809966,-71.06321676,186.0
3301,C6,,2018,8,Thursday,18,Part Three,ORTON-MAROTTA WAY,30,42.33731824,-71.0538321,936.0
1102,D14,,2018,8,Saturday,19,Part Two,DUSTIN ST,25,42.35461588,-71.14434075,781.0
617,E13,,2018,8,Wednesday,8,Part One,MEYER ST,29,42.28807981,-71.11467175,504.0
3410,D14,,2018,8,Thursday,18,Part Three,SUMMIT AVE,30,42.34548055,-71.14046685,791.0
3831,B3,,2018,8,Tuesday,20,Part Three,MORTON ST,28,42.27657427,-71.0757397,410.0
3207,B3,,2018,8,Thursday,19,Part Three,ALMONT ST,30,42.2752767,-71.09554245,472.0
613,D4,,2018,8,Thursday,17,Part One,KILMARNOCK ST,30,42.34353469,-71.09980109,627.0
3125,D4,,2018,8,Thursday,17,Part Three,KILMARNOCK ST,30,42.34353469,-71.09980109,627.0
619,D4,,2018,8,Thursday,19,Part One,BOYLSTON ST,30,42.34710196,-71.08841746,620.0
617,D4,,2018,8,Thursday,19,Part One,BOYLSTON ST,30,42.34710196,-71.08841746,620.0
3006,C11,,2018,8,Thursday,18,Part Three,CHARLES ST,30,42.29990887,-71.06424768,352.0
3803,D4,,2018,8,Thursday,18,Part Three,KILMARNOCK ST,30,0.0,0.0,nan
619,B3,,2018,8,Monday,0,Part One,MATTAPAN ST,13,42.27732507,-71.09483139,469.0
3207,D4,,2018,8,Thursday,18,Part Three,,30,42.34787894,-71.08559518,nan
3831,B3,,2018,8,Thursday,18,Part Three,CUMMINS HWY,30,42.2680362,-71.09484348,476.0
3830,A1,,2018,8,Thursday,18,Part Three,CONGRESS ST,30,42.35758403,-71.05640108,99.0
619,C11,,2018,8,Saturday,14,Part One,ADAMS ST,25,42.3078206,-71.06336696,340.0
613,D4,,2018,8,Wednesday,12,Part One,HUNTINGTON AVE,29,42.3479724,-71.07849582,146.0
615,D4,,2018,8,Thursday,18,Part One,NEWBURY ST,30,42.35237073,-71.07227173,134.0
3301,B2,,2018,8,Thursday,17,Part Three,MILLS ST,30,42.32130608,-71.08343731,297.0
3006,E5,,2018,8,Thursday,18,Part Three,CONGREVE ST,30,42.28799136,-71.1364947,675.0
619,A1,,2018,8,Thursday,16,Part One,TREMONT ST,30,42.35540738,-71.06312433,119.0
802,C6,,2018,8,Thursday,17,Part Two,MASSACHUSETTS AVE,30,42.32553801,-71.06579592,186.0
613,C6,,2018,8,Thursday,17,Part One,MASSACHUSETTS AVE,30,42.32553801,-71.06579592,186.0
1402,A7,,2018,8,Wednesday,21,Part Two,COTTAGE ST,29,42.37010622,-71.03261984,30.0
2906,B2,,2018,8,Thursday,16,Part Two,BLUE HILL AVE,30,0.0,0.0,nan
2900,B2,,2018,8,Thursday,16,Part Two,BLUE HILL AVE,30,0.0,0.0,nan
2905,B2,,2018,8,Thursday,16,Part Two,BLUE HILL AVE,30,0.0,0.0,nan
1842,B2,,2018,8,Thursday,17,Part Two,NORFOLK AVE,30,42.32587659,-71.07024947,181.0
1849,B2,,2018,8,Thursday,17,Part Two,NORFOLK AVE,30,42.32587659,-71.07024947,181.0
3830,D4,,2018,8,Thursday,17,Part Three,HARRISON AVE,30,0.0,0.0,nan
2647,C11,,2018,8,Wednesday,15,Part Two,WASHINGTON ST,29,42.28277895,-71.07135525,402.0
3119,C11,,2018,8,Thursday,17,Part Three,REGINA RD,30,42.29524857,-71.07108773,359.0
617,C11,,2018,8,Thursday,17,Part One,COLUMBIA RD,30,42.30889362,-71.07410474,337.0
3810,C11,,2018,8,Thursday,17,Part Three,ARMANDINE ST,30,42.28451426,-71.07153078,402.0
3125,E5,,2018,8,Thursday,17,Part Three,DURNELL AVE,30,42.282431,-71.13375322,681.0
1849,C11,,2018,8,Thursday,18,Part Two,ADAMS ST,30,42.2972764,-71.05667294,355.0
3125,A1,,2018,8,Thursday,17,Part Three,SUMMER ST,30,42.35450139,-71.05916774,105.0
2629,B2,,2018,7,Wednesday,12,Part Two,SEAVER ST,25,42.30878855,-71.09055618,318.0
3201,C11,,2018,8,Tuesday,13,Part Three,CENTRE ST,28,42.29214327,-71.06522778,361.0
613,D4,,2018,8,Thursday,16,Part One,BOYLSTON ST,30,42.34862382,-71.08277637,143.0
3305,A1,,2018,8,Thursday,17,Part Three,PARK ST,30,42.35650174,-71.0619996,119.0
3410,D14,,2018,8,Thursday,15,Part Three,COMMONWEALTH AVE,30,42.3418213,-71.14644942,776.0
3115,C11,,2018,8,Thursday,18,Part Three,GIBSON ST,30,42.29755533,-71.0597091,355.0
619,D4,,2018,8,Thursday,13,Part One,CONCORD SQ,30,42.34138415,-71.07898883,155.0
3301,E18,,2018,8,Thursday,16,Part Three,SUMMER ST,30,42.26089606,-71.12488672,544.0
522,D14,,2018,8,Wednesday,22,Part One,GARDNER ST,29,42.35367844,-71.12861785,800.0
3831,E18,,2018,8,Thursday,13,Part Three,HALLRON ST,30,42.26846689,-71.12869578,547.0
3831,B3,,2018,8,Thursday,8,Part Three,BLUE HILL AVE,30,42.26994732,-71.09380308,476.0
3115,B3,,2018,8,Thursday,16,Part Three,BICKNELL ST,30,42.29746606,-71.0827431,444.0
1843,A7,,2018,8,Thursday,17,Part Two,SARATOGA ST,30,42.38279978,-71.01977077,15.0
1849,A7,,2018,8,Thursday,17,Part Two,SARATOGA ST,30,42.38279978,-71.01977077,15.0
3115,D14,,2018,8,Thursday,12,Part Three,COREY RD,30,42.34457016,-71.1376991,792.0
413,C6,,2018,8,Thursday,16,Part One,SAINT CASIMIR ST,30,42.33936809,-71.05315814,936.0
802,C6,,2018,8,Thursday,16,Part Two,SAINT CASIMIR ST,30,42.33936809,-71.05315814,936.0
613,D14,,2018,8,Thursday,14,Part One,N HARVARD ST,30,42.36402978,-71.1286334,812.0
3831,D4,,2018,8,Thursday,15,Part Three,BOYLSTON ST,30,42.35095909,-71.0741278,134.0
3208,B3,,2018,8,Thursday,14,Part Three,GREENWOOD ST,30,42.30007731,-71.07990164,445.0
614,C6,,2018,8,Thursday,17,Part One,ALLSTATE RD,30,42.32696647,-71.06198607,186.0
1503,A15,,2018,8,Thursday,17,Part Two,BUNKER HILL ST,30,42.37847466,-71.06111453,900.0
3006,E18,,2018,8,Thursday,16,Part Three,METROPOLITAN AVE,30,42.25286575,-71.1099264,513.0
1402,C6,,2018,8,Thursday,9,Part Two,W EIGHTH ST,30,42.33313016,-71.05145759,216.0
1102,B2,,2018,8,Friday,18,Part Two,BLUE HILL AVE,24,42.3043395,-71.08477887,330.0
301,A1,,2018,8,Thursday,15,Part One,BULFINCH PL,30,42.36219081,-71.06223802,74.0
2629,B3,,2018,8,Thursday,16,Part Two,WOODROW AVE,30,42.28712049,-71.08421139,432.0
1843,D4,,2018,8,Thursday,16,Part Two,HARRISON AVE,30,42.335007,-71.075067,170.0
1849,D4,,2018,8,Thursday,16,Part Two,HARRISON AVE,30,42.335007,-71.075067,170.0
3301,B2,,2018,8,Thursday,14,Part Three,RAYNOR CIR,30,42.33446794,-71.08655064,286.0
616,E13,,2018,8,Wednesday,17,Part One,BOYLSTON ST,29,42.31433686,-71.10151543,575.0
1102,A1,,2018,7,Friday,12,Part Two,REVERE ST,13,42.35950778,-71.06920819,66.0
802,B2,,2018,8,Tuesday,12,Part Two,HARRISON AVE,28,42.33153805,-71.08015661,278.0
301,B2,,2018,8,Tuesday,12,Part One,HARRISON AVE,28,42.33153805,-71.08015661,278.0
614,B3,,2018,8,Thursday,14,Part One,HARLEM ST,30,42.30021684,-71.0809794,456.0
2629,D4,,2018,8,Thursday,12,Part Two,NEWBURY ST,30,42.3494205,-71.083158,137.0
3410,D14,,2018,8,Thursday,14,Part Three,COMMONWEALTH AVE,30,42.34136871,-71.14864682,788.0
613,D4,,2018,8,Thursday,12,Part One,NEWBURY ST,30,42.3494205,-71.083158,137.0
3801,D14,,2018,8,Thursday,15,Part Three,OAK SQ,30,0.0,0.0,nan
613,C11,,2018,8,Thursday,15,Part One,GENEVA AVE,30,42.30461251,-71.07296566,337.0
3803,E5,,2018,8,Thursday,14,Part Three,BELGRADE AVE,30,42.28698223,-71.13034454,679.0
1830,C11,,2018,8,Thursday,14,Part Two,DORCHESTER AVE,30,42.31249706,-71.05731757,254.0
1832,D4,,2018,8,Thursday,13,Part Two,ALBANY ST,30,42.34491581,-71.06169938,162.0
3115,D14,,2018,8,Thursday,13,Part Three,CAMBRIDGE ST,30,42.3499624,-71.14762531,784.0
3831,B2,,2018,8,Friday,22,Part Three,BLUE HILL AVE,24,0.0,0.0,nan
3115,B2,,2018,8,Thursday,13,Part Three,MASSACHUSETTS AVE,30,42.33207616,-71.07145394,178.0
1402,C11,,2018,8,Thursday,10,Part Two,GENEVA AVE,30,42.30461251,-71.07296566,337.0
3301,B2,,2018,8,Thursday,14,Part Three,BLUE HILL AVE,30,42.32016095,-71.0777729,264.0
3002,D4,,2018,8,Thursday,14,Part Three,CLARENDON ST,30,0.0,0.0,nan
521,C11,,2018,8,Wednesday,9,Part One,MATHER ST,29,42.29398503,-71.06597383,361.0
3410,B3,,2018,8,Thursday,13,Part Three,BROOKVIEW ST,30,42.2887411,-71.09117797,464.0
3006,D4,,2018,8,Thursday,13,Part Three,MASSACHUSETTS AVE,30,42.335482,-71.07586449,271.0
3410,C11,,2018,8,Thursday,14,Part Three,BRINSLEY ST,30,42.30467796,-71.07904517,460.0
3201,C11,,2018,8,Thursday,14,Part Three,DORCHESTER AVE,30,42.2843982,-71.06468373,395.0
613,D4,,2018,8,Thursday,14,Part One,W CONCORD ST,30,42.33961962,-71.07699237,157.0
614,C6,,2018,8,Monday,20,Part One,E SECOND ST,20,42.33742369,-71.02927983,224.0
3831,B2,,2018,8,Thursday,8,Part Three,BROOKLINE AVE,30,0.0,0.0,nan
3006,C11,,2018,8,Thursday,12,Part Three,WHITTEN ST,30,42.29278755,-71.06177616,363.0
3803,C11,,2018,8,Thursday,13,Part Three,CENTRE ST,30,0.0,0.0,nan
3115,A1,,2018,8,Thursday,13,Part Three,CENTER PLZ,30,42.35988372,-71.06016189,73.0
1102,D14,,2017,6,Tuesday,7,Part Two,COMMONWEALTH AVE,27,42.33848236,-71.15288978,774.0
3831,B3,,2018,8,Thursday,14,Part Three,BLUE HILL AVE,30,42.30316091,-71.08515552,458.0
1102,E5,,2018,8,Saturday,12,Part Two,WASHINGTON ST,25,42.27581799,-71.13991259,550.0
3115,A1,,2018,8,Wednesday,15,Part Three,BLOSSOM ST,29,42.36252958,-71.06687873,65.0
3810,E13,,2018,8,Thursday,13,Part Three,BICKFORD ST,30,0.0,0.0,nan
1815,E13,,2018,8,Thursday,13,Part Two,CENTRE ST,30,42.32281495,-71.10057355,579.0
2629,B3,,2018,8,Thursday,13,Part Two,RIVER ST,30,42.27133005,-71.08299865,422.0
3410,D14,,2018,8,Thursday,11,Part Three,ALCOTT ST,30,42.35820024,-71.13122731,816.0
614,B2,,2018,8,Wednesday,20,Part One,HUMBOLDT AVE,29,42.31823024,-71.08622199,310.0
3802,E18,,2018,8,Thursday,13,Part Three,WOOD AVE,30,42.27298632,-71.10994946,478.0
413,D4,,2018,8,Thursday,13,Part One,NORWAY ST,30,42.345211,-71.08814987,620.0
802,D14,,2018,8,Thursday,12,Part Two,BRACKETT ST,30,42.35110337,-71.16524536,758.0
724,B3,,2018,8,Thursday,13,Part One,LESTON ST,30,42.28261082,-71.09079757,428.0
3114,B3,,2018,8,Thursday,11,Part Three,RIVER ST,30,42.26956689,-71.09075049,426.0
3501,B2,,2018,8,Thursday,13,Part Three,GREENVILLE ST,30,42.32696802,-71.08051941,281.0
3501,B2,,2018,8,Thursday,13,Part Three,GREENVILLE ST,30,42.32696802,-71.08051941,281.0
3201,B3,,2018,8,Thursday,13,Part Three,FABYAN ST,30,42.28976255,-71.09089843,464.0
3831,E13,,2018,8,Monday,21,Part Three,AMORY ST,27,42.32027226,-71.09932525,303.0
619,D14,,2018,8,Monday,7,Part One,RIVERVIEW RD,27,42.35724801,-71.1592004,766.0
1102,A1,,2018,8,Wednesday,12,Part Two,PRINCE ST,29,42.36608625,-71.05696428,79.0
3115,E5,,2018,8,Thursday,12,Part Three,AMHERST ST,30,42.28658424,-71.13151889,679.0
3018,E18,,2018,8,Monday,8,Part Three,HYDE PARK AVE,27,42.25621592,-71.12401947,520.0
2647,B2,,2018,8,Thursday,12,Part Two,HOMESTEAD ST,30,42.31127726,-71.08909334,318.0
2647,C11,,2018,8,Thursday,11,Part Two,CENTRE ST,30,42.29070005,-71.06991285,397.0
3410,C6,,2018,8,Thursday,12,Part Three,E ST,30,42.33830971,-71.04872025,213.0
3201,E13,,2018,5,Wednesday,12,Part Three,WISE ST,30,42.32227567,-71.10150838,579.0
1841,C6,,2018,8,Thursday,12,Part Two,W BROADWAY,30,42.34128751,-71.05467933,200.0
3006,D4,,2018,8,Thursday,11,Part Three,CLARENDON ST,30,42.34854636,-71.07416609,128.0
3115,,,2018,8,Monday,18,Part Three,,13,42.2526102,-71.11833242,nan
2907,B3,,2018,8,Thursday,11,Part Two,BLUE HILL AVE,30,42.26922278,-71.09384023,476.0
3114,B3,,2018,8,Thursday,11,Part Three,STANDARD ST,30,42.27661501,-71.08029831,943.0
1102,B2,,2018,8,Thursday,12,Part Two,WARREN ST,30,42.32221645,-71.08206723,296.0
3130,E18,,2018,8,Thursday,8,Part Three,OAKCREST RD,30,42.26452149,-71.10429211,487.0
3820,D4,,2018,8,Thursday,11,Part Three,VILLAGE CT,30,42.34508095,-71.06890971,161.0
619,D4,,2018,8,Thursday,11,Part One,E CANTON ST,30,42.33789065,-71.06919427,167.0
3115,D14,,2018,8,Thursday,9,Part Three,BRIGHTON AVE,30,42.3531512,-71.13385986,794.0
3410,D14,,2018,8,Thursday,9,Part Three,WAVERLY ST,30,42.36071669,-71.14290976,805.0
3802,B3,,2018,8,Thursday,10,Part Three,MORTON ST,30,0.0,0.0,nan
619,C6,,2018,8,Thursday,11,Part One,MASSACHUSETTS AVE,30,42.32553801,-71.06579592,186.0
1402,D14,,2018,8,Wednesday,6,Part Two,COMMONWEALTH AVE,29,42.35007201,-71.13202926,794.0
3831,B3,,2018,8,Thursday,11,Part Three,MORTON ST,30,0.0,0.0,nan
1102,E18,,2018,8,Wednesday,10,Part Two,HYDE PARK AVE,29,42.2518944,-71.1253531,522.0
2647,E13,,2018,8,Thursday,6,Part Two,AMORY ST,30,42.31153141,-71.10626439,574.0
3114,C11,,2018,8,Thursday,11,Part Three,BARNA RD,30,42.28137,-71.06722786,403.0
1102,A1,,2018,8,Tuesday,0,Part Two,LINCOLN ST,7,42.35043297,-71.05873158,115.0
1107,A1,,2018,8,Thursday,11,Part Two,LIBERTY SQ,23,0.0,0.0,nan
3201,B2,,2018,8,Thursday,11,Part Three,WARREN ST,30,42.32823419,-71.08328981,282.0
1402,C6,,2018,8,Wednesday,16,Part Two,ALLSTATE RD,29,42.32809966,-71.06321676,186.0
2647,B3,,2018,8,Thursday,10,Part Two,STANDARD ST,30,42.27661501,-71.08029831,943.0
615,E5,,2018,8,Wednesday,20,Part One,ARCHDALE RD,29,42.2917221,-71.1196546,941.0
2629,C6,,2018,8,Monday,10,Part Two,SEAPORT BLVD,27,42.35265112,-71.04757739,206.0
3831,D4,,2018,5,Wednesday,18,Part Three,PAUL SULLIVAN WAY,30,42.34264291,-71.06392876,165.0
3114,A7,,2018,8,Thursday,8,Part Three,ASHLEY ST,30,42.38815364,-71.0064967,7.0
3006,B2,,2018,8,Thursday,10,Part Three,GERARD ST,30,42.33176796,-71.07182739,179.0
3410,C6,,2018,8,Thursday,8,Part Three,P ST,30,42.33533907,-71.02715964,228.0
1109,C11,,2018,8,Thursday,10,Part Two,DORCHESTER AVE,30,42.30114533,-71.05991447,351.0
615,E18,,2018,8,Wednesday,23,Part One,AMERICAN LEGION HWY,29,42.27727177,-71.11572996,498.0
3002,E5,,2018,8,Thursday,10,Part Three,CENTRE ST,30,42.2839719,-71.15689089,735.0
3114,E18,,2018,8,Thursday,9,Part Three,HALE ST,30,42.26027927,-71.12866877,545.0
3410,A1,,2018,8,Thursday,8,Part Three,CHESTNUT ST,30,42.35763991,-71.06703205,70.0
2914,D14,,2018,8,Tuesday,11,Part Two,COMMONWEALTH AVE,28,42.35068065,-71.12769723,796.0
3410,C6,,2018,8,Thursday,8,Part Three,DORCHESTER AVE,30,42.33138444,-71.05697531,174.0
3810,A1,,2018,8,Thursday,9,Part Three,MILK ST,30,42.35734023,-71.05491314,100.0
3115,C11,,2018,8,Thursday,10,Part Three,LITHGOW ST,30,42.29076162,-71.06723147,397.0
2647,E18,,2018,8,Wednesday,12,Part Two,CLIFFORD ST,15,42.23578713,-71.13034026,526.0
2647,E5,,2018,7,Thursday,12,Part Two,ARBOROUGH RD,26,42.28980619,-71.1281504,667.0
616,A1,,2018,8,Wednesday,20,Part One,N BENNET CT,29,42.36541097,-71.05469867,84.0
3201,E5,,2018,8,Wednesday,12,Part Three,SEYMOUR ST,29,42.27976705,-71.12162449,556.0
3301,C11,,2018,8,Thursday,10,Part Three,BOWDOIN ST,30,42.30030819,-71.07206425,462.0
2629,B3,,2018,8,Thursday,9,Part Two,BLUE HILL AVE,30,42.28020911,-71.09292541,466.0
3831,C6,,2018,8,Wednesday,13,Part Three,W BROADWAY,29,42.33813021,-71.04978381,214.0
2905,C11,,2018,8,Thursday,9,Part Two,DORCHESTER AVE,30,42.30254239,-71.0595669,349.0
3803,D4,,2018,8,Thursday,9,Part Three,E NEWTON ST,30,42.33765093,-71.07215567,168.0
802,D14,,2018,8,Friday,8,Part Two,N BEACON ST,24,42.35595678,-71.14830894,780.0
3802,B2,,2018,8,Thursday,9,Part Three,DUDLEY ST,30,42.32613742,-71.07531938,180.0
3201,B2,,2018,8,Thursday,9,Part Three,COLUMBIA RD,30,42.31959298,-71.062607,240.0
3410,D14,,2018,8,Thursday,8,Part Three,GLENVILLE AVE,30,42.35048627,-71.13288438,794.0
3410,D4,,2018,8,Thursday,8,Part Three,WESTLAND AVE,30,42.34376458,-71.08866865,619.0
1402,E13,,2018,8,Wednesday,18,Part Two,BOYNTON ST,29,42.30540934,-71.1118618,648.0
614,E5,,2018,8,Wednesday,22,Part One,HACKENSACK RD,29,42.29907161,-71.14374025,669.0
802,C6,,2018,8,Thursday,8,Part Two,SAINT CASIMIR ST,30,42.33936809,-71.05315814,936.0
3410,D14,,2018,8,Thursday,8,Part Three,COMMONWEALTH AVE,30,42.34322603,-71.14295722,786.0
3115,C6,,2018,8,Thursday,9,Part Three,W BROADWAY,30,42.34128751,-71.05467933,200.0
1843,E18,,2018,8,Thursday,8,Part Two,OAKCREST RD,30,42.26452149,-71.10429211,487.0
1847,E18,,2018,8,Thursday,8,Part Two,OAKCREST RD,30,42.26452149,-71.10429211,487.0
1510,E18,,2018,8,Thursday,8,Part Two,OAKCREST RD,30,42.26452149,-71.10429211,487.0
1841,E18,,2018,8,Thursday,8,Part Two,OAKCREST RD,30,42.26452149,-71.10429211,487.0
1850,E18,,2018,8,Thursday,8,Part Two,OAKCREST RD,30,42.26452149,-71.10429211,487.0
2647,C6,,2018,8,Thursday,8,Part Two,E NINTH ST,30,42.33146325,-71.0501256,915.0
423,C6,,2018,8,Thursday,8,Part One,E NINTH ST,30,42.33146325,-71.0501256,915.0
2010,C6,,2018,8,Thursday,8,,E NINTH ST,30,42.33146325,-71.0501256,915.0
